#SUBMITTED ID	FBID_KEY	AFFECTED_GENES	INSERTED_ELEMENT	LOCATION_STRAND	NAME	STOCKS	SYMBOL
FBti0187528	FBti0187528	Spn43Ab <newline> pk	Mi{Trojan-GAL4.2}	-1	-	76157 y[1] w[*]; Mi{Trojan-GAL4.2}pk[MI02868-TG4.2] Spn43Ab[MI02868-TG4.2-X]	Mi{Trojan-GAL4.2}pk[MI02868-TG4.2]
FBti0187530	FBti0187530	Zasp52 <newline> tun	Mi{Trojan-GAL4.0}	-1	-	76159 y[1] w[*]; Mi{Trojan-GAL4.0}Zasp52[MI02988-TG4.0] tun[MI02988-TG4.0-X]/SM6a	Mi{Trojan-GAL4.0}Zasp52[MI02988-TG4.0]
FBti0187542	FBti0187542	CG31272 <newline> asRNA:CR45015	Mi{Trojan-GAL4.1}	-1	-	76171 y[1] w[*]; Mi{Trojan-GAL4.1}CG31272[MI05026-TG4.1] asRNA:CR45015[MI05026-TG4.1-X]/TM3, Sb[1] Ser[1]	Mi{Trojan-GAL4.1}CG31272[MI05026-TG4.1]
FBti0187546	FBti0187546	Pif1A <newline> Pif1B	Mi{Trojan-GAL4.0}	-1	-	76175 y[1] w[*]; Mi{Trojan-GAL4.0}Pif1A[MI05600-TG4.0] Pif1B[MI05600-TG4.0-X]	Mi{Trojan-GAL4.0}Pif1A[MI05600-TG4.0]
FBti0187552	FBti0187552	Cyp49a1 <newline> Galphao	Mi{Trojan-GAL4.2}	-1	-	76182 y[1] w[*]; Mi{Trojan-GAL4.2}Cyp49a1[MI06587-TG4.2m] Gαo[MI06587-TG4.2m-X]	Mi{Trojan-GAL4.2}Cyp49a1[MI06587-TG4.2m]
FBti0187553	FBti0187553	CG13280 <newline> mdy	Mi{Trojan-GAL4.1}	-1	-	76183 y[1] w[*]; Mi{Trojan-GAL4.1}mdy[MI06822-TG4.1p] CG13280[MI06822-TG4.1p-X]	Mi{Trojan-GAL4.1}mdy[MI06822-TG4.1p]
FBti0187566	FBti0187566	MCU <newline> jv	Mi{Trojan-GAL4.1}	-1	-	76196 y[1] w[*]; Mi{Trojan-GAL4.1}MCU[MI08580-TG4.1] jv[MI08580-TG4.1-X]	Mi{Trojan-GAL4.1}MCU[MI08580-TG4.1]
FBti0187569	FBti0187569	CG2656 <newline> gfzf	Mi{Trojan-GAL4.2}	-1	-	76199 y[1] w[*]; Mi{Trojan-GAL4.2}CG2656[MI08697-TG4.2] gfzf[MI08697-TG4.2-X]/TM3, Sb[1] Ser[1]	Mi{Trojan-GAL4.2}CG2656[MI08697-TG4.2]
FBti0187581	FBti0187581	ND-15 <newline> CG3164	Mi{Trojan-GAL4.1}	-1	-	76211 y[1] w[*]; Mi{Trojan-GAL4.1}CG3164[MI10825-TG4.1] ND-15[MI10825-TG4.1-X]/SM6a	Mi{Trojan-GAL4.1}CG3164[MI10825-TG4.1]
FBti0187589	FBti0187589	CG12128 <newline> CG1407	Mi{Trojan-GAL4.2}	-1	-	76219 y[1] w[*]; Mi{Trojan-GAL4.2}CG1407[MI12111-TG4.2] CG12128[MI12111-TG4.2-X]	Mi{Trojan-GAL4.2}CG1407[MI12111-TG4.2]
FBti0187594	FBti0187594	CG32295 <newline> Spn	Mi{Trojan-GAL4.1}	-1	-	76224 y[1] w[*]; Mi{Trojan-GAL4.1}Spn[MI12523-TG4.1] CG32295[MI12523-TG4.1-X]	Mi{Trojan-GAL4.1}Spn[MI12523-TG4.1]
FBti0195363	FBti0195363	CG10973 <newline> CG10984	Mi{Trojan-GAL4.0}	-1	-	76630 y[1] w[*]; Mi{Trojan-GAL4.0}CG10973[MI01719-TG4.0] CG10984[MI01719-TG4.0-X]	Mi{Trojan-GAL4.0}CG10973[MI01719-TG4.0]
FBti0195367	FBti0195367	ApepP <newline> tweek	Mi{Trojan-GAL4.0}	1	-	76634 y[1] w[*]; Mi{Trojan-GAL4.0}tweek[MI01970-TG4.0] ApepP[MI01970-TG4.0-X]/SM6a	Mi{Trojan-GAL4.0}tweek[MI01970-TG4.0]
FBti0195371	FBti0195371	CG43954 <newline> Lasp	Mi{Trojan-GAL4.0}	-1	-	76638 y[1] w[*]; Mi{Trojan-GAL4.0}Lasp[MI02943-TG4.0] CG43954[MI02943-TG4.0-X]/TM3, Sb[1] Ser[1]	Mi{Trojan-GAL4.0}Lasp[MI02943-TG4.0]
FBti0195372	FBti0195372	CG33054 <newline> CG33056	Mi{Trojan-GAL4.0}	1	-	76639 y[1] w[*]; Mi{Trojan-GAL4.0}CG33056[MI03028-TG4.0] CG33054[MI03028-TG4.0-X]/TM3, Sb[1] Ser[1]	Mi{Trojan-GAL4.0}CG33056[MI03028-TG4.0]
FBti0195383	FBti0195383	lncRNA:CR43836 <newline> Nost	Mi{Trojan-GAL4.0}	-1	-	76650 y[1] w[*] Mi{Trojan-GAL4.0}Nost[MI03851-TG4.0] lncRNA:CR43836[MI03851-TG4.0-X]	Mi{Trojan-GAL4.0}Nost[MI03851-TG4.0]
FBti0195396	FBti0195396	kirre <newline> rst	Mi{Trojan-GAL4.1}	-1	-	76665 y[1] w[*] Mi{Trojan-GAL4.1}rst[MI04842-TG4.1] kirre[MI04842-TG4.1-X]/FM7c	Mi{Trojan-GAL4.1}rst[MI04842-TG4.1]
FBti0195456	FBti0195456	CG15706 <newline> Tsf3	Mi{Trojan-GAL4.1}	-1	-	76726 y[1] w[*]; Mi{Trojan-GAL4.1}Tsf3[MI11211-TG4.1] CG15706[MI11211-TG4.1-X]/SM6a	Mi{Trojan-GAL4.1}Tsf3[MI11211-TG4.1]
FBti0195483	FBti0195483	Nepl18 <newline> CG33203	Mi{Trojan-GAL4.1}	-1	-	76753 y[1] w[*]; Mi{Trojan-GAL4.1}CG33203[MI13749-TG4.1] Nepl18[MI13749-TG4.1-X]/TM3, Sb[1] Ser[1]	Mi{Trojan-GAL4.1}CG33203[MI13749-TG4.1]
FBti0196161	FBti0196161	MRP <newline> Pih1D1	Mi{Trojan-GAL4.1}	1	-	77694 y[1] w[*]; Mi{Trojan-GAL4.1}Pih1D1[MI00447-TG4.1] MRP[MI00447-TG4.1-X]/SM6a	Mi{Trojan-GAL4.1}Pih1D1[MI00447-TG4.1]
FBti0196163	FBti0196163	CG5500 <newline> ro	Mi{Trojan-GAL4.0}	-1	-	77696 y[1] w[*]; Mi{Trojan-GAL4.0}CG5500[MI00694-TG4.0] ro[MI00694-TG4.0-X]	Mi{Trojan-GAL4.0}CG5500[MI00694-TG4.0]
FBti0196167	FBti0196167	Iml1 <newline> Ir62a	Mi{Trojan-GAL4.1}	1	-	77700 y[1] w[*]; Mi{Trojan-GAL4.1}Iml1[MI00895-TG4.1] Ir62a[MI00895-TG4.1-X]	Mi{Trojan-GAL4.1}Iml1[MI00895-TG4.1]
FBti0196176	FBti0196176	CG14301 <newline> qin	Mi{Trojan-GAL4.0}	-1	-	77709 y[1] w[*]; Mi{Trojan-GAL4.0}qin[MI01538-TG4.0] CG14301[MI01538-TG4.0-X]/TM3, Sb[1] Ser[1]	Mi{Trojan-GAL4.0}qin[MI01538-TG4.0]
FBti0196193	FBti0196193	be <newline> hiw	Mi{Trojan-GAL4.0}	1	-	77728 y[1] w[*] Mi{Trojan-GAL4.0}be[MI02835-TG4.0] hiw[MI02835-TG4.0-X]	Mi{Trojan-GAL4.0}be[MI02835-TG4.0]
FBti0196215	FBti0196215	CG44098 <newline> atms	Mi{Trojan-GAL4.0}	1	-	77846 y[*] w[*] P{UAS-2xEYFP}AX; Mi{Trojan-GAL4.0}CG44098[MI04737-TG4.0] atms[MI04737-TG4.0-X]	Mi{Trojan-GAL4.0}CG44098[MI04737-TG4.0]
FBti0196217	FBti0196217	RhoGAP93B <newline> lncRNA:CR44178	Mi{Trojan-GAL4.0}	-1	-	77752 y[1] w[*]; Mi{Trojan-GAL4.0}RhoGAP93B[MI04862-TG4.0] lncRNA:CR44178[MI04862-TG4.0-X]/TM3, Sb[1] Ser[1]	Mi{Trojan-GAL4.0}RhoGAP93B[MI04862-TG4.0]
FBti0196237	FBti0196237	CG4456 <newline> Hsp22	Mi{Trojan-GAL4.2}	-1	-	77771 y[1] w[*]; Mi{Trojan-GAL4.2}CG4456[MI06285-TG4.2] Hsp22[MI06285-TG4.2-X]/TM3, Sb[1] Ser[1]	Mi{Trojan-GAL4.2}CG4456[MI06285-TG4.2]
FBti0196238	FBti0196238	CG14431 <newline> Setd3	Mi{Trojan-GAL4.2}	1	-	77772 y[1] w[*] Mi{Trojan-GAL4.2}Setd3[MI06324-TG4.2] CG14431[MI06324-TG4.2-X]	Mi{Trojan-GAL4.2}Setd3[MI06324-TG4.2]
FBti0196251	FBti0196251	CG32795 <newline> kirre	Mi{Trojan-GAL4.2}	1	-	77922 y[1] Mi{Trojan-GAL4.2}CG32795[MI07713-TG4.2] kirre[MI07713-TG4.2-X] w[*]	Mi{Trojan-GAL4.2}CG32795[MI07713-TG4.2]
FBti0196263	FBti0196263	Nepl11 <newline> cpx	Mi{Trojan-GAL4.1}	1	-	77845 y[*] w[*] P{UAS-2xEYFP}AX; Mi{Trojan-GAL4.1}cpx[MI09455-TG4.1] Nepl11[MI09455-TG4.1-X]	Mi{Trojan-GAL4.1}cpx[MI09455-TG4.1]
FBti0196285	FBti0196285	CG4576 <newline> rec	Mi{Trojan-GAL4.1}	1	-	77818 y[1] w[*]; Mi{Trojan-GAL4.1}CG4576[MI11456-TG4.1] rec[MI11456-TG4.1-X]	Mi{Trojan-GAL4.1}CG4576[MI11456-TG4.1]
FBti0196290	FBti0196290	CG12206 <newline> lncRNA:CR44999	Mi{Trojan-GAL4.0}	1	-	77823 y[1] w[*] Mi{Trojan-GAL4.0}CG12206[MI11741-TG4.0] lncRNA:CR44999[MI11741-TG4.0-X]	Mi{Trojan-GAL4.0}CG12206[MI11741-TG4.0]
FBti0196291	FBti0196291	CG32436 <newline> ebd2	Mi{Trojan-GAL4.0}	1	-	77824 y[1] w[*]; Mi{Trojan-GAL4.0}ebd2[MI11911-TG4.0m] CG32436[MI11911-TG4.0m-X]/TM3, Sb[1] Ser[1]	Mi{Trojan-GAL4.0}ebd2[MI11911-TG4.0m]
FBti0196301	FBti0196301	CG10300 <newline> nau	Mi{Trojan-GAL4.1}	1	-	77834 y[1] w[*]; Mi{Trojan-GAL4.1}nau[MI13327-TG4.1] CG10300[MI13327-TG4.1-X]/TM3, Sb[1] Ser[1]	Mi{Trojan-GAL4.1}nau[MI13327-TG4.1]
FBti0197695	FBti0197695	asRNA:CR44961 <newline> gce	Mi{Trojan-GAL4.1}	1	-	78377 y[1] w[*] Mi{Trojan-GAL4.1}gce[MI02742-TG4.1] asRNA:CR44961[MI02742-TG4.1-X]	Mi{Trojan-GAL4.1}gce[MI02742-TG4.1]
FBti0197705	FBti0197705	Rbcn-3B <newline> mip130	Mi{Trojan-GAL4.0}	1	-	80362 y[1] Mi{Trojan-GAL4.0}mip130[MI13829-TG4.0] Rbcn-3B[MI13829-TG4.0-X] w[*]/FM7c	Mi{Trojan-GAL4.0}mip130[MI13829-TG4.0]
FBti0197708	FBti0197708	lute <newline> Brf	Mi{Trojan-GAL4.un}	1	-	78376 y[1] w[*]; Mi{Trojan-GAL4.un}lute[MI02107-TG4.un] Brf[MI02107-TG4.un-X]/TM3, Sb[1] Ser[1]	Mi{Trojan-GAL4.un}lute[MI02107-TG4.un]
FBti0196169	FBti0196169	Sytbeta <newline> ind	Mi{Trojan-GAL4.0}	1	-	77702 y[1] w[*]; Mi{Trojan-GAL4.0}Sytβ[MI01009-TG4.0]/TM3, Sb[1] Ser[1]	Mi{Trojan-GAL4.0}Sytbeta[MI01009-TG4.0]
FBti0196182	FBti0196182	sowah <newline> lncRNA:CR43612	Mi{Trojan-GAL4.0}	1	-	77715 y[1] w[*]; Mi{Trojan-GAL4.0}sowah[MI01804-TG4.0]/TM3, Sb[1] Ser[1]	Mi{Trojan-GAL4.0}sowah[MI01804-TG4.0]
FBti0196279	FBti0196279	S6KL <newline> bnb	Mi{Trojan-GAL4.0}	1	-	77811 y[1] w[*] Mi{Trojan-GAL4.0}S6KL[MI10716-TG4.0]	Mi{Trojan-GAL4.0}S6KL[MI10716-TG4.0]
FBti0196293	FBti0196293	goe <newline> TwdlZ	Mi{Trojan-GAL4.1}	-1	-	77826 y[1] w[*] Mi{Trojan-GAL4.1}goe[MI12441-TG4.1]	Mi{Trojan-GAL4.1}goe[MI12441-TG4.1]
FBti0196294	FBti0196294	CG32683 <newline> RabX2	Mi{Trojan-GAL4.0}	1	-	77827 y[1] w[*] Mi{Trojan-GAL4.0}CG32683[MI12471-TG4.0]	Mi{Trojan-GAL4.0}CG32683[MI12471-TG4.0]
FBti0196284	FBti0196284	Gfat1	Mi{Trojan-GAL4.0}	1	-	77817 y[1] w[*]; Mi{Trojan-GAL4.0}Gfat1[MI11277-TG4.0]/TM3, Sb[1] Ser[1]	Mi{Trojan-GAL4.0}Gfat1[MI11277-TG4.0]
FBti0185400	FBti0185400	CG15209 <newline> sbr <newline> CG32669	Mi{Trojan-GAL4.0}	1	-	66897 y[1] w[*] Mi{Trojan-GAL4.0}sbr[MI01374-TG4.0] CG32669[MI01374-TG4.0-X] CG15209[MI01374-TG4.0-X]/FM7c	Mi{Trojan-GAL4.0}sbr[MI01374-TG4.0]
FBti0187562	FBti0187562	dom <newline> snoRNA:Me28S-A2589a	Mi{Trojan-GAL4.0}	1	-	76192 y[1] w[*]; Mi{Trojan-GAL4.0}dom[MI08014-TG4.0] snoRNA:Me28S-A2589a[MI08014-TG4.0-X]/CyO	Mi{Trojan-GAL4.0}dom[MI08014-TG4.0]
FBti0185331	FBti0185331	CG4174 <newline> CG32199 <newline> CG13380	Mi{PT-GFSTF.2}	1	-	66774 y[1] w[*]; Mi{PT-GFSTF.2}CG32199[MI03231-GFSTF.2] CG4174[MI03231-GFSTF.2-X] CG13380[MI03231-GFSTF.2-X]/TM6C, Sb[1] Tb[1]	Mi{PT-GFSTF.2}CG32199[MI03231-GFSTF.2]
FBti0185355	FBti0185355	Brf <newline> lute	Mi{Trojan-GAL4.2}	-1	-	66862 y[1] w[*]; Mi{Trojan-GAL4.2}lute[MI05815-TG4.2] Brf[MI05815-TG4.2-X]/TM3, Sb[1] Ser[1]	Mi{Trojan-GAL4.2}lute[MI05815-TG4.2]
FBti0185356	FBti0185356	gb <newline> asRNA:CR45209	Mi{Trojan-GAL4.0}	1	-	66810 y[1] w[*]; Mi{Trojan-GAL4.0}gb[MI09243-TG4.0] asRNA:CR45209[MI09243-TG4.0-X]	Mi{Trojan-GAL4.0}gb[MI09243-TG4.0]
FBti0185362	FBti0185362	CG17931 <newline> CG42446	Mi{Trojan-GAL4.1}	1	-	66823 y[1] w[*]; Mi{Trojan-GAL4.1}CG17931[MI00213-TG4.1] CG42446[MI00213-TG4.1-X]/TM3, Sb[1] Ser[1]	Mi{Trojan-GAL4.1}CG17931[MI00213-TG4.1]
FBti0185382	FBti0185382	CG31244 <newline> Ino80	Mi{Trojan-GAL4.0}	1	-	66785 y[1] w[*]; Mi{Trojan-GAL4.0}Ino80[MI01665-TG4.0] CG31244[MI01665-TG4.0-X]/TM3, Sb[1] Ser[1]	Mi{Trojan-GAL4.0}Ino80[MI01665-TG4.0]
FBti0185404	FBti0185404	Trim9 <newline> CG34161	Mi{Trojan-GAL4.0}	-1	-	66820 y[1] w[*]; Mi{Trojan-GAL4.0}Trim9[MI13171-TG4.0p] CG34161[MI13171-TG4.0p-X]/SM6a	Mi{Trojan-GAL4.0}Trim9[MI13171-TG4.0p]
FBti0185406	FBti0185406	CG42709 <newline> Atg1	Mi{Trojan-GAL4.0}	1	-	66805 y[1] w[*]; Mi{Trojan-GAL4.0}Atg1[MI07056-TG4.0] CG42709[MI07056-TG4.0-X]/TM3, Sb[1] Ser[1]	Mi{Trojan-GAL4.0}Atg1[MI07056-TG4.0]
FBti0185415	FBti0185415	CG45087 <newline> Pepck1	Mi{Trojan-GAL4.2}	1	-	66848 y[1] w[*]; Mi{Trojan-GAL4.2}Pepck1[MI00026-TG4.2] CG45087[MI00026-TG4.2-X]	Mi{Trojan-GAL4.2}Pepck1[MI00026-TG4.2]
FBti0185419	FBti0185419	CG16959 <newline> Cep135	Mi{Trojan-GAL4.2}	1	-	66853 y[1] w[*]; Mi{Trojan-GAL4.2}Cep135[MI02509-TG4.2] CG16959[MI02509-TG4.2-X]	Mi{Trojan-GAL4.2}Cep135[MI02509-TG4.2]
FBti0186284	FBti0186284	CG6191 <newline> CG45088	Mi{Trojan-GAL4.2}	1	-	67482 y[1] w[*]; Mi{Trojan-GAL4.2}CG6191[MI08378-TG4.2] CG45088[MI08378-TG4.2-X]/SM6a	Mi{Trojan-GAL4.2}CG6191[MI08378-TG4.2]
FBti0186308	FBti0186308	Rab3GAP1 <newline> haf	Mi{Trojan-GAL4.2}	1	-	67452 y[1] w[*]; Mi{Trojan-GAL4.2}haf[MI03935-TG4.2p] Rab3GAP1[MI03935-TG4.2p-X]/SM6a	Mi{Trojan-GAL4.2}haf[MI03935-TG4.2p]
FBti0186316	FBti0186316	Cka <newline> CG7367	Mi{Trojan-GAL4.0}	-1	-	67513 y[1] w[*]; Mi{Trojan-GAL4.0}Cka[MI13708-TG4.0] CG7367[MI13708-TG4.0-X]/SM6a	Mi{Trojan-GAL4.0}Cka[MI13708-TG4.0]
FBti0186336	FBti0186336	CG1309 <newline> CG11586	Mi{Trojan-GAL4.0}	1	-	67435 y[1] w[*]; Mi{Trojan-GAL4.0}CG1309[MI01616-TG4.0] CG11586[MI01616-TG4.0-X]/TM3, Sb[1] Ser[1]	Mi{Trojan-GAL4.0}CG1309[MI01616-TG4.0]
FBti0186345	FBti0186345	Tret1-1 <newline> Roc2	Mi{Trojan-GAL4.1}	1	-	67470 y[1] w[*]; Mi{Trojan-GAL4.1}Roc2[MI06811-TG4.1] Tret1-1[MI06811-TG4.1-X]	Mi{Trojan-GAL4.1}Roc2[MI06811-TG4.1]
FBti0186347	FBti0186347	Tret1-1 <newline> Roc2	Mi{Trojan-GAL4.2}	1	-	67471 y[1] w[*]; Mi{Trojan-GAL4.2}Tret1-1[MI06811-TG4.2] Roc2[MI06811-TG4.2-X]	Mi{Trojan-GAL4.2}Tret1-1[MI06811-TG4.2]
FBti0187502	FBti0187502	CG13693 <newline> kis	Mi{Trojan-GAL4.2}	-1	-	76131 y[1] w[*]; Mi{Trojan-GAL4.2}kis[MI00231-TG4.2] CG13693[MI00231-TG4.2-X]	Mi{Trojan-GAL4.2}kis[MI00231-TG4.2]
FBti0187510	FBti0187510	CG34136 <newline> l(2)05287	Mi{Trojan-GAL4.0}	-1	-	76139 y[1] w[*]; Mi{Trojan-GAL4.0}l(2)05287[MI01556-TG4.0m] CG34136[MI01556-TG4.0m-X]	Mi{Trojan-GAL4.0}l(2)05287[MI01556-TG4.0m]
FBti0187513	FBti0187513	CG43755 <newline> Plc21C	Mi{Trojan-GAL4.0}	1	-	76142 y[1] w[*]; Mi{Trojan-GAL4.0}Plc21C[MI01911-TG4.0] CG43755[MI01911-TG4.0-X]	Mi{Trojan-GAL4.0}Plc21C[MI01911-TG4.0]
FBti0195356	FBti0195356	CG9072 <newline> Rab3-GEF	Mi{Trojan-GAL4.0}	-1	-	76623 y[1] w[*] Mi{Trojan-GAL4.0}Rab3-GEF[MI01069-TG4.0] CG9072[MI01069-TG4.0-X]	Mi{Trojan-GAL4.0}Rab3-GEF[MI01069-TG4.0]
FBti0195400	FBti0195400	CG13654 <newline> Cad96Ca	Mi{Trojan-GAL4.1}	1	-	76669 y[1] w[*]; Mi{Trojan-GAL4.1}Cad96Ca[MI05299-TG4.1p] CG13654[MI05299-TG4.1p-X]/TM3, Sb[1] Ser[1]	Mi{Trojan-GAL4.1}Cad96Ca[MI05299-TG4.1p]
FBti0195435	FBti0195435	Nmdar2 <newline> inc	Mi{Trojan-GAL4.2}	1	-	76705 y[1] w[*] Mi{Trojan-GAL4.2}Nmdar2[MI09281-TG4.2] inc[MI09281-TG4.2-X]	Mi{Trojan-GAL4.2}Nmdar2[MI09281-TG4.2]
FBti0195492	FBti0195492	CG14000 <newline> bchs	Mi{Trojan-GAL4.0}	1	-	76762 y[1] w[*]; Mi{Trojan-GAL4.0}bchs[MI14478-TG4.0] CG14000[MI14478-TG4.0-X]	Mi{Trojan-GAL4.0}bchs[MI14478-TG4.0]
FBti0197703	FBti0197703	SNF4Agamma <newline> Snmp1	Mi{Trojan-GAL4.0}	-1	-	78383 y[1] w[*]; Mi{Trojan-GAL4.0}SNF4Aγ[MI11063-TG4.0p] Snmp1[MI11063-TG4.0p-X]/TM3, Sb[1] Ser[1]	Mi{Trojan-GAL4.0}SNF4Agamma[MI11063-TG4.0p]
FBti0186330	FBti0186330	ASPP	Mi{Trojan-GAL4.0}	-1	-	67437 y[1] w[*]; Mi{Trojan-GAL4.0}ASPP[MI01905-TG4.0]	Mi{Trojan-GAL4.0}ASPP[MI01905-TG4.0]
FBti0195379	FBti0195379	RhoGAP92B	Mi{Trojan-GAL4.0}	1	-	76646 y[1] w[*]; Mi{Trojan-GAL4.0}RhoGAP92B[MI03581-TG4.0]/TM3, Sb[1] Ser[1]	Mi{Trojan-GAL4.0}RhoGAP92B[MI03581-TG4.0]
FBti0195409	FBti0195409	PH4alphaEFB	Mi{Trojan-GAL4.2}	1	-	76678 y[1] w[*]; Mi{Trojan-GAL4.2}PH4αEFB[MI06111-TG4.2]/TM3, Sb[1] Ser[1]	Mi{Trojan-GAL4.2}PH4alphaEFB[MI06111-TG4.2]
FBti0195449	FBti0195449	CG31368	Mi{Trojan-GAL4.0}	-1	-	76719 y[1] w[*]; Mi{Trojan-GAL4.0}CG31368[MI10113-TG4.0]/TM3, Sb[1] Ser[1]	Mi{Trojan-GAL4.0}CG31368[MI10113-TG4.0]
FBti0196160	FBti0196160	Pli	Mi{Trojan-GAL4.2}	1	-	77693 y[1] w[*]; Mi{Trojan-GAL4.2}Pli[MI00302-TG4.2]/TM3, Sb[1] Ser[1]	Mi{Trojan-GAL4.2}Pli[MI00302-TG4.2]
FBti0196177	FBti0196177	CG46339	Mi{Trojan-GAL4.0}	1	-	77710 y[1] w[*]; Mi{Trojan-GAL4.0}CG46339[MI01539-TG4.0]/TM3, Sb[1] Ser[1]	Mi{Trojan-GAL4.0}CG46339[MI01539-TG4.0]
FBti0196204	FBti0196204	MICU3	Mi{Trojan-GAL4.0}	1	-	77740 y[1] w[*]; Mi{Trojan-GAL4.0}MICU3[MI03797-TG4.0]	Mi{Trojan-GAL4.0}MICU3[MI03797-TG4.0]
FBti0196219	FBti0196219	ftz-f1	Mi{Trojan-GAL4.1}	-1	-	77754 y[1] w[*]; Mi{Trojan-GAL4.1}ftz-f1[MI04910-TG4.1]/TM3, Sb[1] Ser[1]	Mi{Trojan-GAL4.1}ftz-f1[MI04910-TG4.1]
FBti0178318	FBti0178318	CG34431 <newline> CG14764	Mi{PT-GFSTF.1}	-1	-	60168 y[1] w[67c23]; Mi{PT-GFSTF.1}CG14764[MI01410-GFSTF.1]	Mi{PT-GFSTF.1}CG14764[MI01410-GFSTF.1]
FBti0178322	FBti0178322	Nmdar2 <newline> inc	Mi{PT-GFSTF.2}	1	-	60566 y[1] w[*] Mi{PT-GFSTF.2}Nmdar2[MI09281-GFSTF.2] inc[MI09281-GFSTF.2-X]	Mi{PT-GFSTF.2}Nmdar2[MI09281-GFSTF.2]
FBti0178323	FBti0178323	Rgk1 <newline> CG34045	Mi{PT-GFSTF.1}	-1	-	61798 y[1] w[67c23]; Mi{PT-GFSTF.1}CG34045[MI08022-GFSTF.1] Rgk1[MI08022-GFSTF.1-X]	Mi{PT-GFSTF.1}CG34045[MI08022-GFSTF.1]
FBti0178330	FBti0178330	CG34292 <newline> Nep5	Mi{PT-GFSTF.1}	1	-	60256 y[1] w[*]; Mi{PT-GFSTF.1}Nep5[MI06779-GFSTF.1] CG34292[MI06779-GFSTF.1-X]	Mi{PT-GFSTF.1}Nep5[MI06779-GFSTF.1]
FBti0178440	FBti0178440	CG16959 <newline> Cep135	Mi{PT-GFSTF.2}	1	-	60183 y[1] w[*]; Mi{PT-GFSTF.2}Cep135[MI02509-GFSTF.2]/TM3, Sb[1] Ser[1]	Mi{PT-GFSTF.2}Cep135[MI02509-GFSTF.2]
FBti0178642	FBti0178642	mRpS9 <newline> wtrw	Mi{PT-GFSTF.0}	-1	-	60196 y[1] w[*]; Mi{PT-GFSTF.0}mRpS9[MI03381-GFSTF.0] wtrw[MI03381-GFSTF.0-X]/TM6C, Sb[1] Tb[1]	Mi{PT-GFSTF.0}mRpS9[MI03381-GFSTF.0]
FBti0178654	FBti0178654	gce <newline> asRNA:CR44961	Mi{PT-GFSTF.1}	1	-	60189 y[1] w[*] Mi{PT-GFSTF.1}gce[MI02742-GFSTF.1] asRNA:CR44961[MI02742-GFSTF.1-X]	Mi{PT-GFSTF.1}gce[MI02742-GFSTF.1]
FBti0181843	FBti0181843	dsx-c73A <newline> CG33158	Mi{PT-GFSTF.1}	-1	-	64436 y[1] w[*]; Mi{PT-GFSTF.1}CG33158[MI02853-GFSTF.1] dsx-c73A[MI02853-GFSTF.1-X]	Mi{PT-GFSTF.1}CG33158[MI02853-GFSTF.1]
FBti0181865	FBti0181865	ksr <newline> Hcs	Mi{PT-GFSTF.0}	1	-	64437 y[1] w[*]; Mi{PT-GFSTF.0}Hcs[MI03491-GFSTF.0] ksr[MI03491-GFSTF.0-X]/TM3, Sb[1] Ser[1]	Mi{PT-GFSTF.0}Hcs[MI03491-GFSTF.0]
FBti0182536	FBti0182536	btv <newline> CG5674	Mi{PT-GFSTF.0}	-1	-	65335 y[1] w[*]; Mi{PT-GFSTF.0}CG5674[MI08510-GFSTF.0] btv[MI08510-GFSTF.0-X]/CyO	Mi{PT-GFSTF.0}CG5674[MI08510-GFSTF.0]
FBti0182546	FBti0182546	ND-15 <newline> CG42399	Mi{PT-GFSTF.2}	-1	-	65336 y[1] w[*]; Mi{PT-GFSTF.2}CG42399[MI09284-GFSTF.2] ND-15[MI09284-GFSTF.2-X]	Mi{PT-GFSTF.2}CG42399[MI09284-GFSTF.2]
FBti0182547	FBti0182547	veil <newline> CG43110	Mi{PT-GFSTF.0}	-1	-	65333 y[1] w[*]; Mi{PT-GFSTF.0}veil[MI07356-GFSTF.0] CG43110[MI07356-GFSTF.0-X]	Mi{PT-GFSTF.0}veil[MI07356-GFSTF.0]
FBti0183613	FBti0183613	Tret1-1 <newline> Roc2	Mi{PT-GFSTF.2}	1	-	66367 y[1] w[*]; Mi{PT-GFSTF.2}Tret1-1[MI06811-GFSTF.2] Roc2[MI06811-GFSTF.2-X]	Mi{PT-GFSTF.2}Tret1-1[MI06811-GFSTF.2]
FBti0183627	FBti0183627	neb <newline> fok	Mi{PT-GFSTF.0}	1	-	66353 y[1] w[*]; Mi{PT-GFSTF.0}neb[MI02225-GFSTF.0] fok[MI02225-GFSTF.0-X]/CyO	Mi{PT-GFSTF.0}neb[MI02225-GFSTF.0]
FBti0183634	FBti0183634	CG7639 <newline> pcs	Mi{PT-GFSTF.0}	-1	-	66375 y[1] w[*]; Mi{PT-GFSTF.0}pcs[MI12013-GFSTF.0] CG7639[MI12013-GFSTF.0-X]/CyO	Mi{PT-GFSTF.0}pcs[MI12013-GFSTF.0]
FBti0185325	FBti0185325	CG42709 <newline> Atg1	Mi{PT-GFSTF.2}	1	-	66778 y[1] w[*]; Mi{PT-GFSTF.2}CG42709[MI07056-GFSTF.2] Atg1[MI07056-GFSTF.2-X]/TM3, Sb[1] Ser[1]	Mi{PT-GFSTF.2}CG42709[MI07056-GFSTF.2]
